dish_id,dish_name,dish_price,r_id
1169,廣州燴飯,110,52
1170,咖哩肉片燴飯,100,52
1171,咖哩海鮮燴飯,110,52
1172,蝦仁滑蛋燴飯,110,52
1173,肉片滑蛋燴飯,100,52
1174,豉汁肉片燴飯,100,52
1175,豉汁蚵仔燴飯,120,52
1176,蛋包飯,90,52
1177,廣州炒飯,85,52
1178,什錦炒飯,85,52
1179,蝦仁蛋炒飯,85,52
1180,肉絲蛋炒飯,75,52
1181,火腿蛋炒飯,75,52
1182,生番茄炒飯,75,52
1183,什錦麵/米粉,85,52
1184,蚵仔麵/米粉,85,52
1185,肉絲麵/米粉,75,52
1186,豬肝麵/米粉,75,52
1187,海鮮粥,85,52
1188,什錦蔬菜咖哩飯,140,53
1189,起士薯餅咖哩飯,150,53
1190,炸百菇揚咖哩飯,150,53
1191,酥炸魚排咖哩飯,160,53
1192,日式豬排咖哩飯,170,53
1193,炸蝦天婦羅咖哩飯,180,53
1194,香酥雞腿排咖哩飯,180,53
1195,海陸雙拼咖哩飯,190,53
1196,雞肉沙拉台灣咖哩飯,220,53
1197,豬肉沙拉台灣咖哩飯,230,53
1198,牛肉沙拉台灣咖哩飯,240,53
1199,牛丼(小),75,54
1200,牛丼(中),89,54
1201,牛丼(大),99,54
1202,牛燒肉丼(小),89,54
1203,牛燒肉丼(中),99,54
1204,牛燒肉丼(大),109,54
1205,海苔溫玉牛丼(小),99,54
1206,海苔溫玉牛丼(中),109,54
1207,海苔溫玉牛丼(大),119,54
1208,韓式元氣牛丼(小),119,54
1209,韓式元氣牛丼(中),129,54
1210,韓式元氣牛丼(大),139,54
1211,大阪燒風牛丼(小),119,54
1212,大阪燒風牛丼(中),129,54
1213,大阪燒風牛丼(大),139,54
1214,炙燒起司牛丼(小),129,54
1215,炙燒起司牛丼(中),139,54
1216,炙燒起司牛丼(大),149,54
1217,豬丼(小),75,54
1218,豬丼(中),89,54
1219,豬丼(大),99,54
1220,薑燒豬肉丼(小),89,54
1221,薑燒豬肉丼(中),99,54
1222,薑燒豬肉丼(大),109,54
1223,韓式元氣豬丼(小),119,54
1224,韓式元氣豬丼(中),129,54
1225,韓式元氣豬丼(大),139,54
1226,炙燒起司豬丼(小),129,54
1227,炙燒起司豬丼(中),139,54
1228,炙燒起司豬丼(大),149,54
1229,炸豬排咖哩(小),139,54
1230,炸豬排咖哩(中),149,54
1231,炸豬排咖哩(大),159,54
1232,精緻咖哩(小),99,54
1233,精緻咖哩(中),109,54
1234,精緻咖哩(大),119,54
1235,牛丼咖哩(小),129,54
1236,牛丼咖哩(中),139,54
1237,牛丼咖哩(大),149,54
1238,豬丼咖哩(小),129,54
1239,豬丼咖哩(中),139,54
1240,豬丼咖哩(大),149,54
1241,濃湯極匠肉肉SP,300,55
1242,濃湯東京豚骨拉麵,220,55
1243,濃湯東京豚骨蔥拉麵,250,55
1244,濃湯東京背脂豚骨拉麵,250,55
1245,濃湯東京豚骨活力拉麵,280,55
1246,濃湯東京豚骨野菜拉麵,260,55
1247,濃湯東京豚骨海苔拉麵,260,55
1248,博多拉麵,180,55
1249,叉燒飯,120,55
1250,極匠特製豚骨咖哩飯,250,55
1251,特製豚骨拉麵(白濃/醬油/味噌/辣味/蒜味),138,56
1252,豚骨叉燒拉麵(白濃/醬油/味噌/辣味/蒜味),188,56
1253,炸豬大排拉麵(白濃/醬油/味噌/辣味/蒜味),158,56
1254,炸雞塊拉麵(白濃/醬油/味噌/辣味/蒜味),158,56
1255,海鮮拉麵(白濃/醬油/味噌/辣味/蒜味),248,56
1256,野菜拉麵(白濃/醬油/味噌/辣味/蒜味),128,56
1257,炸蝦烏龍麵,148,56
1258,炸豬大排烏龍麵,148,56
1259,讚岐烏龍麵,128,56
1260,炸雞塊烏龍麵,148,56
1261,里肌丼,149,56
1262,親子丼,129,56
1263,天丼,159,56
1264,豚肉丼,108,56
1265,牛肉丼,118,56
1266,什錦炒飯,149,56
1267,肉絲炒飯,149,56
1268,鮮蝦番茄炒飯,159,56
1269,牛肉炒飯,159,56
1270,炸豬大排定食,169,56
1271,炸豬里肌定食,179,56
1272,唐揚雞塊定食,159,56
1273,天婦羅定食,169,56
1274,肉丁咖哩飯,79,56
1275,炸竹莢魚咖哩飯/烏龍麵,99,56
1276,炸可樂餅咖哩飯/烏龍麵,99,56
1277,炸蝦咖哩飯/烏龍麵,99,56
1278,炸豬大排咖哩飯/烏龍麵,99,56
1279,炸豬里肌咖哩飯/烏龍麵,119,56
1280,白湯拉麵,230,57
1281,豐盛白湯拉麵,300,57
1282,叉燒白湯拉麵,300,57
1283,高麗菜白湯拉麵,260,57
1284,蔥爆彈白湯拉麵,300,57
1285,赤湯拉麵,260,57
1286,豐盛赤湯拉麵,330,57
1287,叉燒赤湯拉麵,330,57
1288,高麗菜赤湯拉麵,290,57
1289,蔥爆彈赤湯拉麵,330,57
1290,海湯拉麵,260,57
1291,豐盛海湯拉麵,330,57
1292,叉燒海湯拉麵,330,57
1293,高麗菜海湯拉麵,290,57
1294,蔥爆彈海湯拉麵,330,57
1295,白湯沾麵,250,57
1296,赤湯沾麵,280,57
1297,海湯沾麵,280,57
1298,大盛里肌豬排蓋飯(大盛),180,58
1299,大盛里肌豬排蓋飯(特盛),270,58
1300,和風豬排蛋蓋飯(大盛),180,58
1301,和風豬排蛋蓋飯(特盛),270,58
1302,咖哩豬排蛋包飯(大盛),230,58
1303,咖哩豬排蛋包飯(特盛),320,58
1304,柴魚燒豬排蛋包飯(大盛),230,58
1305,柴魚燒豬排蛋包飯(特盛),320,58
1306,pineapple 豬排蛋包飯(大盛),230,58
1307,pineapple 豬排蛋包飯(特盛),320,58
1308,韓式鍋燒豬肉(平日午餐供應),120,59
1309,韓式鍋燒雞肉(平日午餐供應),120,59
1310,香煎青魚,130,59
1311,韓式拌飯,120,59
1312,石鍋拌飯,130,59
1313,辣豆腐湯(飯/麵/冬粉),130,59
1314,蔘雞湯,130,59
1315,泡菜鍋,130,59
1316,麻辣排骨鍋,140,59
1317,辣牛肉湯,140,59
1318,麻辣雞鍋,140,59
1319,泡菜什錦炒麵(平日午餐供應),120,59
1320,三鮮炸醬麵,130,59
1321,韓國泡麵,100,59
1322,海鮮煎餅,160,59
1323,泡菜煎餅,140,59
1324,辣炒年糕(大),100,59
1325,辣炒年糕(小),60,59
1326,炒青菜,50,59
1327,蝦仁蛋炒飯,150,60
1328,泡菜炒飯,150,60
1329,烤肉飯(牛/豬/羊),150,60
1330,海鮮嫩豆腐鍋(辣/不辣),150,60
1331,蛤蜊豆腐味噌鍋(辣/不辣),150,60
1332,石鍋拌飯(牛/豬/羊),150,60
1333,蔬菜拌飯(牛/豬/羊),150,60
1334,起司海鮮拉麵(辣/不辣),150,60
1335,豬肉泡菜鍋,150,60
1336,海鮮泡菜鍋,160,60
1337,海鮮炒碼麵(飯)(辣/不辣),160,60
1338,韓式三鮮炸醬麵(飯),160,60
1339,辣炒魷魚燴飯,160,60
1340,辣炒五花燴飯,160,60
1341,牛肉湯泡飯,160,60
1342,辣牛肉湯泡飯,160,60
1343,人蔘雞腿湯,160,60
1344,馬鈴薯辣雞湯,160,60
1345,香川辣炒雞飯,160,60
1346,海鮮煎餅,320,61
1347,蔬菜煎餅(素食可),320,61
1348,韓式炒冬粉,320,61
1349,辣炒豬肉(限量販售),360,61
1350,辣炒年糕,240,61
1351,起司炒年糕,270,61
1352,石鍋蒸蛋,150,61
1353,有機嫩豆腐煲,220,61
1354,有機海鮮嫩豆腐煲,230,61
1355,牛肉片嫩豆腐煲,230,61
1356,傳統味噌煲,220,61
1357,海鮮味噌煲,230,61
1358,牛肉片味噌煲,230,61
1359,泡菜鍋,220,61
1360,韓式冷麵,220,61
1361,牛肉湯飯,250,61
1362,石鍋拌飯,220,61
1363,首爾拌飯,200,61
1364,白飯,20,61
1365,韓式烤肉飯(牛/豬/雞),100,62
1366,烤肉石鍋拌飯(牛/豬/雞),120,62
1367,蔬菜烤肉石鍋拌飯(牛/豬/雞),120,62
1368,泡菜烤肉石鍋拌飯(牛/豬/雞),130,62
1369,泡菜起司石鍋拌飯(牛/豬/雞),150,62
1370,起司辣雞石鍋拌飯(牛/豬/雞),140,62
1371,田園蔬菜飯,80,62
1372,海鮮豆腐鍋,100,62
1373,韓式大醬鍋,110,62
1374,韓式泡菜鍋,120,62
1375,韓式部隊鍋(附飯),130,62
1376,泡菜年糕鍋(附飯),130,62
1377,烤肉拌冬粉(夏季限定),130,62
1378,海帶芽蛋花湯,30,62
1379,6 盎司手打牛肉堡,220,63
1380,摩天雙層牛肉堡,320,63
1381,大顆蘑菇牛肉堡,260,63
1382,熔岩起司牛肉堡,240,63
1383,花生醬牛肉堡,240,63
1384,夏威夷牛肉堡,250,63
1385,老墨辣椒牛肉堡,250,63
1386,臘腸比薩牛肉堡,270,63
1387,密西根炸蒜牛肉堡,230,63
1388,BBQ 培根牛肉堡,240,63
1389,克里歐香煎雞腿堡,230,63
1390,鮮蝦牛肉堡,290,63
1391,洋基隊(The Yankees),270,63
1392,泰式炸雞腿堡,250,63
1393,松露未來堡(100% 純素蛋白),250,63
1394,煙燻鮭魚塔可餅,240,63
1395,紐奧良肌肉塔可餅,220,63
1396,哈里薩羊肉塔可餅,250,63
1397,香料檸檬牛排塔可餅,280,63
1398,鄉村田園沙拉,120,63
1399,嫩煎雞肉沙拉,200,63
1400,煙燻鮭魚沙拉,220,63
1401,鐵板牛排沙拉,260,63
1402,櫻花蝦義大利麵,110,64
1403,青醬野菇奶油義大利麵,125,64
1404,奶油培根義大利麵,130,64
1405,熬六小時肉醬義大利麵,130,64
1406,辣味雞肉番茄義大利麵,145,64
1407,香蒜中卷義大利麵,165,64
1408,青醬鮮蝦奶油義大利麵,170,64
1409,松露時蔬義大利麵(蔬食),165,64
1410,白酒蛤蜊義大利麵,175,64
1411,咖哩炸雞燉飯,135,64
1412,地中海奶油海鮮燉飯,175,64
1413,西岸牛肉起司堡,105,65
1414,東岸牛肉起司堡,115,65
1415,淘客雞腿起司堡,100,65
1416,夏威夷豬肉起司堡,115,65
1417,芝加哥經典熱狗堡,105,65
1418,墨西哥肉醬堡,115,65
1419,紅白雙併起司堡,170,65
1420,海陸雙併起司堡,175,65
1421,日式燒肉三明治,115,65
1422,田園蔬食三明治,90,65
1423,淘客雞塊(6 塊)　,60,65
1424,淘客雞塊(10 塊)　,90,65
1425,蔬菜可樂餅,70,65
1426,養生美味餐盒,100,65
1427,牛肉起司太陽蛋(早午餐全日供應),290,66
1428,義式蔬食烘蛋(早午餐全日供應),290,66
1429,走吧！一個人的法國(早午餐全日供應),300,66
1430,鄉村意識烤雞腿(早午餐全日供應),320,66
1431,墨西哥雞肉起司薄餅,260,66
1432,墨西哥牛肉起司薄餅,280,66
1433,墨西哥海鮮起司薄餅,280,66
1434,義式野菇歐姆蛋,280,66
1435,香蔥鮪魚起司歐姆蛋,280,66
1436,韓式泡菜培根年糕歐姆蛋,290,66
1437,白酒蛤蠣義大利麵,300,66
1438,義式花香雞肉鳥巢麵,300,66
1439,西班牙檸檬蝦義大利麵,310,66
1440,奶油檸香干貝明太子義大利麵,310,66
1441,巴薩醋鴨胸義大利麵,320,66
1442,奶油松露干貝蟹肉麵,330,66
1443,蘇炸牡蠣菠菜霜降鳥巢麵,350,66
1444,奧斯陸燻鮭奶油義大利麵,360,66
1445,海膽海鮮義大利麵,380,66
1446,瓦倫西亞雞肉燉飯,330,66
1447,黑松露野菇燉飯,360,66
1448,炙燒燻鮭魚燉飯,380,66
1449,海膽奶油軟殼蟹燉飯,430,66
1450,番茄德腸燻雞焗烤筆管麵/細扁麵,270,66
1451,奶油松露培根焗烤筆管麵/細扁麵,270,66
1452,奶油乳酪焗烤筆管麵/細扁麵,280,66
1453,碳烤泰式雞腿飯,120,67
1454,碳烤霜降豬排飯,120,67
1455,碳烤香茅豬排飯,110,67
1456,椰汁咖哩雞飯,110,67
1457,泰北打拋碎肉飯,110,67
1458,泰醬烤魚飯,130,67
1459,紅/綠椰汁咖哩雞定食,238,68
1460,紅/綠椰汁咖哩豬定食,238,68
1461,紅/綠椰汁咖哩蔬果定食(蛋奶素),238,68
1462,泰南黃金咖哩雞定食,238,68
1463,紅椰汁咖哩大蝦定食,268,68
1464,打拋羅勒雞肉定食,218,68
1465,打拋羅勒豬肉定食,228,68
1466,打拋羅勒牛肉定食,238,68
1467,沙嗲豬肉串定食,218,68
1468,沙嗲牛肉串定食,238,68
1469,湄南羅望子牛柳定食,268,68
1470,湄南羅望子大蝦定食,268,68
1471,泰北脆皮椒麻雞腿肉定食,238,68
1472,蝦醬炒飯,168,68
1473,泰式炒河粉,168,68
1474,鳳梨炒飯,198,68
1475,酸辣海鮮炒公仔麵,198,68
1476,酸辣海鮮涼拌公仔麵,198,68
1477,泰式奶茶(冰/熱),70,68
1478,乾麵/板條/泡麵(小),35,69
1479,乾麵/板條/泡麵(大),50,69
1480,麻醬麵/板條/泡麵(小),40,69
1481,麻醬麵/板條/泡麵(大),60,69
1482,醡醬麵/板條/泡麵(小),45,69
1483,醡醬麵/板條/泡麵(大),65,69
1484,臭魯麵/板條/泡麵(小),60,69
1485,臭魯麵/板條/泡麵(大),80,69
1486,南瓜乾拌麵/板條/泡麵(小),60,69
1487,南瓜乾拌麵/板條/泡麵(大),80,69
1488,義式番茄麵/板條/泡麵(小),60,69
1489,義式番茄麵/板條/泡麵(大),80,69
1490,珍饌乾拌麵/板條/泡麵(小),70,69
1491,陽春麵/板條/泡麵(小),35,69
1492,陽春麵/板條/泡麵(大),50,69
1493,豆包麵/板條/泡麵(小),45,69
1494,豆包麵/板條/泡麵(大),60,69
1495,味噌麵/板條/泡麵(小),60,69
1496,味噌麵/板條/泡麵(大),75,69
1497,當歸麵/板條/泡麵(小),65,69
1498,當歸麵/板條/泡麵(大),80,69
1499,紅燒麵/板條/泡麵(小),65,69
1500,紅燒麵/板條/泡麵(大),80,69
1501,泡菜麵/板條/泡麵(小),65,69
1502,泡菜麵/板條/泡麵(大),80,69
1503,素排麵/板條/泡麵(小),65,69
1504,素排麵/板條/泡麵(大),80,69
1505,麻辣臭豆腐麵/板條/泡麵(小),70,69
1506,麻辣臭豆腐麵/板條/泡麵(大),85,69
1507,蔬菜什錦麵/板條/泡麵(小),70,69
1508,蔬菜什錦麵/板條/泡麵(大),85,69
1509,南瓜椰香麵/板條/泡麵(小),70,69
1510,南瓜椰香麵/板條/泡麵(大),85,69
1511,茄汁椰香麵/板條/泡麵(小),70,69
1512,茄汁椰香麵/板條/泡麵(大),85,69
1513,素香飯(小),25,69
1514,素香飯(大),40,69
1515,臭魯飯,50,69
1516,素便當,70,69
1517,南瓜飯,70,69
1518,茄汁蓋飯,70,69
1519,泡菜蓋飯,70,69
1520,臭豆腐丼飯,70,69
1521,香樁石鍋拌飯(限內用),100,69
1522,椒麻石鍋拌飯(限內用),100,69
1523,水餃(10 個),60,69
1524,豆包湯餃(6 個),65,69
1525,味噌湯餃(6 個),70,69
1526,當歸/紅燒湯餃(6 個),75,69
1527,什錦/泡菜湯餃(6 個),80,69
1528,茄汁/南瓜湯餃(6 個),80,69
1529,自助餐,,70
1530,自助餐,,71
1531,水煮嫩雞胸便當,100,72
1532,韓式菇菇雞便當,110,72
1533,泡菜豬里肌便當,110,72
1534,清滷牛腱便當,130,72
1535,蒜泥豬里肌便當,100,72
1536,香滷雞腿便當,100,72
1537,鹽烤鯖魚便當,110,72
1538,水煮嫩雞胸便當,100,72
1539,韓式菇菇雞便當,110,72
1540,泡菜豬里肌便當,110,72
1541,清滷牛腱便當,130,72
1542,蒜泥豬里肌便當,100,72
1543,香滷雞腿便當,100,72
1544,鹽烤鯖魚便當,110,72
1545,麻油雞麵/飯,75,73
1546,香菇雞麵/飯,75,73
1547,四物雞麵/飯,75,73
1548,大滷麵,55,73
1549,番茄肉醬麵,55,73
1550,切仔麵,40,73
1551,麻婆豆腐麵/飯,40,73
1552,餛飩麵,40,73
1553,酸辣餛飩麵,55,73
1554,魷魚羹麵,40,73
1555,肉羹麵,40,73
1556,紅油炒手麵,55,73
1557,紅油炒手,40,73
1558,貢丸麵,40,73
1559,魚丸麵,40,73
1560,擔仔麵,40,73
1561,乾麵,40,73
1562,魚酥羹麵,40,73
1563,酸辣麵,40,73
1564,八寶肉醬麵,45,73
1565,牛肉麵,80,73
1566,羅宋番茄燴飯,70,73
1567,餛飩乾麵,45,73
1568,酸辣湯餃,65,73
1569,水餃(13 個),55,73
1570,滷肉飯,20,73
1571,香菇雞湯,55,73
1572,鳳爪香菇湯,40,73
1573,四物雞湯,55,73
1574,餛飩湯,35,73
1575,酸辣湯,35,73
1576,貢丸湯,20,73
1577,魚丸湯,20,73
1578,燙青菜,30,73
1579,嫩煎牛排,100,74
1580,特製豬排,100,74
1581,去骨雞腿排,100,74
1582,蔬菜鐵板麵,50,74
1583,鐵板雞肉飯(麵),65,74
1584,鐵板牛肉飯(麵),80,74
1585,鐵板豬肉飯(麵),75,74
1586,鐵板蔬菜燒飯,50,74
1587,豬排丼,60,75
1588,親子丼,60,75
1589,牛丼,65,75
1590,燒肉丼,60,75
1591,中華丼,60,75
1592,照燒豬排丼,55,75
1593,和風豬肉丼,60,75
1594,和風雞肉丼,60,75
1595,日式炸雞丼,65,75
1596,日式豬排飯,60,75
1597,起司豬排丼,65,75
1598,乳酪豬排丼,75,75
1599,可樂餅丼,65,75
1600,魚排丼,65,75
1601,海鮮丼,75,75
1602,野菜牛肉丼,75,75
1603,黃金炸蝦丼,75,75
1604,雙寶丼,75,75
1605,咖哩豬排飯,65,75
1606,咖哩雞排飯,65,75
1607,咖哩牛肉飯,70,75
1608,咖哩魚排飯,75,75
1609,咖哩可樂餅飯,75,75
1610,咖哩起司豬排飯,75,75
1611,咖哩乳酪豬排飯,85,75
1612,什錦烏龍麵,55,75
1613,泡菜烏龍麵,55,75
1614,素烏龍麵,65,75
1615,炒烏龍麵,65,75
1616,泡菜炒烏龍麵,65,75
1617,強棒拉麵(豚骨),60,75
1618,燒肉拉麵(豚骨),60,75
1619,地獄拉麵,60,75
1620,咖哩飯,50,75
1621,豚骨泡飯,50,75
1622,青醬雞肉義大利麵/飯,70,76
1623,青醬肉丸義大利麵/飯,70,76
1624,青醬蛤蜊義大利麵/飯,70,76
1625,青醬火腿義大利麵/飯,70,76
1626,青醬培根義大利麵/飯,70,76
1627,青醬德式香腸義大利麵/飯,70,76
1628,青醬綜合鮮蔬義大利麵/飯,70,76
1629,茄汁雞肉義大利麵/飯,70,76
1630,茄汁肉丸義大利麵/飯,65,76
1631,茄汁蛤蜊義大利麵/飯,65,76
1632,茄汁火腿義大利麵/飯,65,76
1633,茄汁培根義大利麵/飯,65,76
1634,茄汁德式香腸義大利麵/飯,70,76
1635,茄汁綜合鮮蔬義大利麵/飯,65,76
1636,奶油雞肉義大利麵/飯,70,76
1637,奶油肉丸義大利麵/飯,70,76
1638,奶油蛤蜊義大利麵/飯,70,76
1639,奶油火腿義大利麵/飯,70,76
1640,奶油培根義大利麵/飯,55,76
1641,奶油德式香腸義大利麵/飯,65,76
1642,奶油綜合鮮蔬義大利麵/飯,70,76
1643,番茄雞肉義式湯麵/飯,65,76
1644,番茄肉丸義式湯麵/飯,65,76
1645,泰式酸辣雞肉湯麵/飯,65,76
1646,泰式酸辣肉丸湯麵/飯,65,76
1647,特製酸辣雞肉湯麵/飯,65,76
1648,特製酸辣肉丸湯麵/飯,65,76
1649,咖哩肉丸義大利麵/飯,70,76
1650,咖哩蛤蜊義大利麵/飯,70,76
1651,咖哩火腿義大利麵/飯,70,76
1652,咖哩培根義大利麵/飯,70,76
1653,咖哩德式香腸義大利麵/飯,70,76
1654,咖哩綜合鮮蔬義大利麵/飯,70,76
1655,泰式辣炒雞肉飯,65,76
1656,泰式辣炒豬肉飯,65,76
1657,蒜香雞肉義大利麵/飯,65,76
1658,蒜香肉丸義大利麵/飯,65,76
1659,蒜香蛤蜊義大利麵/飯,65,76
1660,蒜香火腿義大利麵/飯,65,76
1661,蒜香培根義大利麵/飯,65,76
1662,蒜香德式香腸義大利麵/飯,65,76
1663,蒜香綜合鮮蔬義大利麵/飯,65,76
1664,自助餐,,77
1665,營養菜飯,35,78
1666,士林香雞飯,50,78
1667,酥炸花枝飯,50,78
1668,招牌雞柳飯,55,78
1669,豬腳飯,59,78
1670,黑胡椒雞排飯,59,78
1671,炸排骨飯,59,78
1672,控肉販,59,78
1673,炸雞腿飯,59,78
1674,滷雞腿飯,59,78
1675,秋刀魚飯,59,78
1676,肉魚販,59,78
1677,香酥魚排飯,59,78
1678,浦燒鰻魚飯,59,78
1679,香酥蝦捲飯,59,78
1680,卡啦雞腿飯,59,78
1681,糖醋排骨飯,59,78
1682,三杯雞飯,59,78
1683,椒麻雞飯,59,78
1684,黑胡椒洋蔥豬肉飯,59,78
1685,素食自助餐,50,79